Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
mile,kilometer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66
skin,eye,0.5374243,0.8012881,0.8084024,0.78984416,0.76255774,0.7431177,0.71371424,0.6916641,0.7088058,0.72891176,0.6933465,0.6549791,0.59749436,0.63917565,0.6115092,0.57209325,0.6195543,0.5854245,0.5883491,0.5473486,0.5270361,0.5907797,0.5508915,0.5732192,0.5916805,0.4933322,0.43314797,0.40478474,0.39809388,0.3768909,0.36953166,0.3711069,0.37632227,0.37946582,0.3604017,0.36286288,0.34937578,0.37239414,0.36514628,0.41578168,0.3616659,0.39221582,0.39491382,0.39267033,0.3708464,0.39349863,0.4188749,0.4002877,0.36856753,0.41385797,6.22
Japanese,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50
century,year,0.2074649,0.75201106,0.79918337,0.80202127,0.7832401,0.7774133,0.7473459,0.7339417,0.7132691,0.7040343,0.6587777,0.6378715,0.621935,0.6052486,0.5809636,0.5911542,0.5493915,0.58550143,0.52280694,0.54067755,0.5124869,0.5205312,0.4934609,0.45396358,0.50229615,0.23875494,0.22225966,0.20218703,0.20617707,0.22744551,0.20650238,0.19741413,0.18655342,0.186358,0.21502891,0.20125186,0.18352266,0.19392794,0.1884943,0.1903113,0.18274975,0.18574047,0.21526583,0.19246437,0.19374955,0.19935945,0.21566433,0.21189858,0.1980586,0.22183476,7.59
announcement,news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56
doctor,personnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00
Harvard,Yale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13
hospital,infrastructure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63
life,death,0.19234881,0.6818991,0.7468667,0.7658411,0.7628746,0.7452843,0.74790215,0.7343838,0.71251464,0.72484183,0.6946188,0.66408104,0.6688509,0.6389975,0.6559094,0.64510536,0.65805626,0.6403196,0.6278494,0.6058045,0.5757909,0.56150305,0.56935775,0.5773287,0.5722072,0.2753501,0.25326586,0.25872725,0.3015665,0.3081626,0.3259169,0.32888663,0.34441692,0.39839762,0.38636804,0.40015343,0.3895406,0.4213004,0.4256461,0.42050225,0.4460841,0.45149755,0.44150537,0.45288405,0.48136798,0.44993073,0.491716,0.47353765,0.47448045,0.49223825,7.88
travel,activity,0.17071018,0.70701724,0.7539277,0.7320284,0.73601377,0.67870146,0.6279247,0.62222517,0.5837816,0.6234071,0.538679,0.4808289,0.59610325,0.51953137,0.55868125,0.5002352,0.45077062,0.45291418,0.4461512,0.40617478,0.40466067,0.36048532,0.2964786,0.4933364,0.33440727,0.19090685,0.13532479,0.11858411,0.10715454,0.077723965,0.107013516,0.075272776,0.09128254,0.12249307,0.10763846,0.10693988,0.12770243,0.112295374,0.120888904,0.111523814,0.12268853,0.15219025,0.112589784,0.11674602,0.15823525,0.14832588,0.18241796,0.13028863,0.17415221,0.16801462,5.00
type,kind,0.52751154,0.83781904,0.87012005,0.86078566,0.86115277,0.85228384,0.81857026,0.8121008,0.8142657,0.79253125,0.77872705,0.7602985,0.7409657,0.7182766,0.73301566,0.70800626,0.6645562,0.6841433,0.6899196,0.6788937,0.6992978,0.6552005,0.6175655,0.621997,0.6459993,0.48847735,0.43826306,0.39386007,0.35885054,0.34104952,0.34257638,0.3489787,0.30735254,0.33973992,0.33399004,0.30398732,0.34233359,0.3103571,0.32180604,0.32389095,0.32904395,0.28505147,0.31980377,0.3202393,0.3142233,0.3205511,0.33460417,0.29612637,0.30975842,0.29198253,8.97
street,place,0.2504563,0.7445829,0.767261,0.7741529,0.74162984,0.7497714,0.7246747,0.7102839,0.72542685,0.6684015,0.63332283,0.6458142,0.6384264,0.60708433,0.61019194,0.5932467,0.57101226,0.541448,0.5296601,0.53017473,0.5077045,0.51187027,0.51191986,0.4714805,0.5167941,0.21346673,0.21663994,0.20632851,0.22264622,0.22157085,0.20217815,0.23570555,0.26007903,0.24025893,0.21371038,0.23570085,0.2679982,0.27352047,0.24268293,0.2727416,0.2995869,0.29059693,0.25754377,0.28897047,0.2675597,0.30765352,0.30715513,0.29272822,0.29322904,0.31063983,6.44
street,avenue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88
street,block,0.12060259,0.705198,0.75517356,0.8001937,0.7376783,0.73965293,0.7245704,0.7028799,0.70800036,0.6590905,0.6399405,0.64912665,0.6208005,0.6386632,0.61319077,0.6345082,0.6325581,0.57929325,0.570663,0.5713686,0.55805016,0.5130236,0.5354447,0.45908004,0.5254698,0.19016987,0.11269213,0.15660077,0.17307658,0.16171601,0.15764941,0.15255006,0.16354881,0.1346011,0.1823547,0.16891722,0.18324131,0.18130367,0.21512139,0.18255416,0.1728932,0.18362895,0.19992928,0.21153289,0.21217263,0.21381196,0.21662202,0.19525121,0.2100962,0.22574104,6.88
cell,phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81
dividend,payment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63
calculation,computation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44
profit,loss,0.18996006,0.6695179,0.6846281,0.67614883,0.641333,0.6230778,0.6119853,0.5653757,0.57324797,0.52058345,0.5063498,0.45887548,0.47665033,0.4650476,0.48319376,0.48970097,0.400806,0.39734477,0.4103197,0.36119854,0.41962132,0.36890316,0.38466796,0.3466249,0.32761094,0.19904402,0.12470475,0.074522756,0.11946875,0.10652829,0.10878918,0.1065605,0.10616864,0.12289569,0.11836614,0.1471254,0.10079001,0.18378356,0.15074313,0.12848094,0.19562452,0.15549949,0.15216973,0.19198026,0.15077622,0.1921309,0.15990081,0.17734578,0.16113563,0.14773434,7.63
dollar,yen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78
dollar,buck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.22
phone,equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13
liquid,water,0.55211407,0.8472842,0.86530596,0.8699387,0.8569299,0.85338455,0.8392326,0.8435552,0.82125694,0.81701964,0.81938404,0.7937515,0.7886367,0.7775225,0.79717976,0.7731318,0.74819124,0.75991553,0.74350995,0.71744764,0.72404826,0.71861863,0.72550726,0.69737804,0.7154175,0.5008594,0.4418977,0.4489388,0.44314498,0.38982633,0.42878884,0.4266405,0.43673825,0.4189027,0.4102913,0.43239796,0.43130678,0.41175488,0.44375986,0.43495446,0.4639647,0.46613023,0.4271143,0.44914976,0.43892694,0.4388374,0.44628656,0.45703843,0.43540132,0.47060162,7.89
marathon,sprint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47
seafood,food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34
seafood,lobster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.70
lobster,food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81
lobster,wine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.70
championship,tournament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36
man,woman,0.5462458,0.81845975,0.84032285,0.8469347,0.8280606,0.83103836,0.84091663,0.82751024,0.81914216,0.8095621,0.80472755,0.79383016,0.76815224,0.7633917,0.77129495,0.74059486,0.7377256,0.7502726,0.7727958,0.7245158,0.69808215,0.70822966,0.6824174,0.6542751,0.67014384,0.48454696,0.48813114,0.45736262,0.47098097,0.46889877,0.4609748,0.48501444,0.46681687,0.48895928,0.4848854,0.4955637,0.47504324,0.47643682,0.50140166,0.507934,0.49122876,0.5109954,0.48639646,0.533783,0.5039866,0.5104877,0.49756336,0.48975804,0.5174779,0.4997761,8.30
man,governor,0.09332682,0.67561233,0.7350546,0.7331462,0.7416879,0.7309993,0.71650535,0.7074577,0.67410135,0.66195405,0.68321294,0.6710925,0.6404278,0.6078351,0.5739604,0.59528744,0.5758612,0.5779644,0.57023925,0.524158,0.52659196,0.56252605,0.53092897,0.48476136,0.52131057,0.107004024,0.093937755,0.10271391,0.14333907,0.121157765,0.13755631,0.171172,0.15142834,0.1802687,0.17617415,0.1661425,0.14633076,0.1945845,0.14450733,0.18026994,0.17171644,0.18139243,0.18237597,0.16929424,0.17083481,0.18051535,0.18981904,0.1822882,0.1694857,0.18877825,5.25
murder,manslaughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53
opera,performance,0.16250375,0.69560903,0.739262,0.7362774,0.73183537,0.68086034,0.654997,0.67541015,0.62573695,0.6457835,0.63613355,0.587575,0.5290433,0.56354797,0.51289546,0.53664404,0.5242924,0.4975317,0.47237498,0.4783457,0.45911604,0.44172147,0.42615476,0.44566244,0.4552629,0.15541142,0.1320069,0.18411022,0.20304081,0.22773059,0.22215803,0.23248424,0.24104755,0.2533481,0.26961035,0.265174,0.24755335,0.26015487,0.27972898,0.26656055,0.30269492,0.30404562,0.32270396,0.3104189,0.32944643,0.33249483,0.32404295,0.3099509,0.34796253,0.32054043,6.88
Mexico,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44
glass,metal,0.5289548,0.83587396,0.84372866,0.8492985,0.8176403,0.78207934,0.7967845,0.82297456,0.786295,0.76978064,0.7365407,0.73864675,0.76157224,0.7119362,0.6881143,0.7095729,0.67025316,0.70193493,0.6436384,0.6474941,0.6280397,0.6926575,0.6311395,0.64006025,0.6500579,0.5028603,0.45662054,0.42025283,0.37074083,0.38790947,0.35668278,0.3710474,0.31372133,0.2837873,0.31951892,0.3047557,0.2929553,0.31554,0.35320702,0.33418438,0.3293265,0.31190473,0.3383562,0.3161753,0.3275308,0.32126486,0.32257557,0.34960645,0.3173257,0.3319131,5.56
aluminum,metal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83
rock,jazz,0.5798768,0.83628297,0.86563796,0.871071,0.87442994,0.8591131,0.85453546,0.83602256,0.8162905,0.8308525,0.8122351,0.7572789,0.7859684,0.75008374,0.7594351,0.79259735,0.7505957,0.7530786,0.73403645,0.7471205,0.7280892,0.7504264,0.75741297,0.71267354,0.67947376,0.46659395,0.456938,0.44355798,0.42288864,0.45448583,0.4661985,0.50309724,0.4847874,0.5022125,0.45243812,0.44752815,0.46854502,0.49670243,0.4866581,0.5124241,0.4959256,0.4987549,0.49709344,0.5002545,0.5200749,0.52233607,0.48871222,0.52322114,0.5336506,0.4945541,7.59
museum,theater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19
shower,thunderstorm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31
monk,oracle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00
cup,food,0.14149521,0.710158,0.75033677,0.75382155,0.75807047,0.7220245,0.7392335,0.727532,0.7137279,0.6657306,0.6704922,0.646473,0.66620946,0.6273513,0.62413615,0.59974796,0.5627254,0.55271256,0.5945499,0.5918889,0.5863899,0.55997264,0.49482167,0.52727914,0.55367446,0.1715813,0.12650199,0.11512099,0.1101488,0.16020133,0.12892741,0.11484705,0.10251725,0.13840038,0.12780152,0.14007857,0.124223426,0.14520407,0.1440472,0.16030496,0.15959953,0.15244702,0.1415965,0.12788603,0.14962776,0.17932141,0.1133896,0.15128067,0.15214306,0.15907773,5.00
journal,association,0.44482,0.8095528,0.8494165,0.8266558,0.8114684,0.8095204,0.8283609,0.77707165,0.7653234,0.7684393,0.771791,0.73706484,0.71366894,0.7218357,0.67889726,0.68614954,0.69052565,0.68102884,0.6610806,0.6634653,0.69550323,0.6595439,0.6636179,0.62354743,0.5857325,0.37754956,0.37030876,0.34089163,0.3018736,0.32942885,0.3265028,0.3193658,0.35932815,0.34528378,0.34378695,0.35193813,0.35433564,0.36140805,0.36577377,0.34833026,0.36154774,0.337413,0.38405412,0.38331014,0.37340355,0.37422282,0.39701107,0.4076599,0.3773867,0.37913173,4.97
street,children,0.07081811,0.66753554,0.7136133,0.7088615,0.6808886,0.6982777,0.6831366,0.65305716,0.6492039,0.62241566,0.59758544,0.621403,0.58926284,0.56491905,0.59847593,0.55019724,0.545347,0.49671727,0.54465723,0.45621747,0.4825596,0.44945455,0.47925186,0.44750834,0.41026467,0.12500735,0.084899925,0.12165963,0.09001515,0.11703406,0.13764657,0.12748854,0.16274863,0.13572545,0.13584994,0.13118385,0.15502828,0.1842176,0.1877056,0.1496306,0.20478806,0.20092757,0.21387063,0.22549121,0.18716262,0.21435533,0.22120836,0.23447663,0.20443746,0.18874422,4.94
car,flight,0.23237467,0.71198976,0.7769568,0.7562533,0.76414233,0.74138725,0.71352184,0.7122244,0.67624927,0.65882814,0.6331509,0.6355693,0.61871326,0.61241066,0.6103678,0.5835576,0.5513352,0.56788194,0.51361877,0.48948318,0.48288268,0.47995764,0.47514448,0.5272402,0.49713486,0.2472174,0.27771622,0.23848826,0.24139962,0.24472755,0.25060695,0.22815584,0.288621,0.27366734,0.2591521,0.29868656,0.29716575,0.23960507,0.263381,0.28236356,0.29084104,0.2673856,0.29197896,0.28570393,0.29459432,0.2937486,0.31181622,0.3177902,0.29770133,0.28367853,4.94
space,chemistry,0.16990511,0.70885444,0.75683594,0.77549565,0.7704251,0.7551049,0.73215604,0.7380425,0.7290745,0.7208247,0.692395,0.679366,0.68353283,0.68054754,0.6587266,0.63039327,0.63764465,0.62897706,0.60401285,0.61019516,0.599122,0.6020479,0.5973562,0.5761968,0.55908716,0.12901245,0.15841228,0.16125882,0.15573527,0.14493933,0.15887988,0.13241276,0.11256124,0.15386719,0.14834726,0.15496185,0.17322034,0.12868449,0.1369948,0.13400227,0.15486237,0.13710819,0.15696326,0.14555389,0.13731065,0.14437142,0.17368495,0.13034163,0.15175895,0.1675608,4.88
situation,conclusion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81
word,similarity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75
peace,plan,0.27212116,0.6996043,0.7524246,0.7280908,0.7227826,0.7045281,0.6785214,0.67216647,0.6486666,0.61170995,0.578296,0.5941879,0.56310487,0.61189175,0.57800806,0.522631,0.52887326,0.48784435,0.5097525,0.46415874,0.46871698,0.45207047,0.52145976,0.4693429,0.4244416,0.2533129,0.22091818,0.22637197,0.24562049,0.2068042,0.25768954,0.25731397,0.2605204,0.2183015,0.27652544,0.29119706,0.27053925,0.31958768,0.31587517,0.2901555,0.30253503,0.30939972,0.33245367,0.34946555,0.3320014,0.30652773,0.3304546,0.34043896,0.34012657,0.35586944,4.75
consumer,energy,0.27758783,0.75238377,0.79706097,0.77381384,0.78118587,0.7592846,0.72699463,0.74214256,0.69988906,0.6818528,0.6943537,0.67084247,0.6375793,0.64116,0.6662326,0.61515886,0.6143303,0.6226826,0.6053021,0.5789932,0.56888086,0.5250902,0.5957473,0.56818855,0.60513943,0.23108098,0.20443708,0.16617785,0.17504206,0.15509358,0.13940932,0.17546672,0.16732626,0.15983245,0.15326756,0.20219809,0.15220514,0.16988896,0.1735119,0.20273715,0.17605846,0.18444012,0.17872179,0.21332046,0.19900188,0.2094548,0.20158592,0.1895805,0.22533953,0.21334729,4.75
ministry,culture,0.16420388,0.71259665,0.7470914,0.75061595,0.7382217,0.73992676,0.72076154,0.7012503,0.70540094,0.6620313,0.6742325,0.6548592,0.64947975,0.6266066,0.613768,0.6406411,0.62623036,0.61034364,0.6385545,0.5904944,0.573118,0.5408683,0.53339696,0.54850066,0.53921837,0.13698328,0.1526216,0.15285194,0.12875497,0.09148635,0.1242461,0.182183,0.11553432,0.12768893,0.1341199,0.122992314,0.1605266,0.16429506,0.14250994,0.1626328,0.19213626,0.18236539,0.18035945,0.17603439,0.18893877,0.19650325,0.19807035,0.22609119,0.20239863,0.19478235,4.69
smart,student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62
investigation,effort,0.30533534,0.71186364,0.71667284,0.66032076,0.66115624,0.63555574,0.6144942,0.5836495,0.54879475,0.46255463,0.4976605,0.43368512,0.43676865,0.40819764,0.46030432,0.37627953,0.3900133,0.3081187,0.389594,0.30821687,0.3147982,0.3234837,0.33480376,0.3645348,0.26602083,0.24438971,0.16976522,0.17461595,0.1837316,0.1807482,0.18555343,0.1560198,0.21181482,0.195957,0.20119622,0.19727618,0.20016009,0.17765138,0.21107751,0.25022268,0.2298838,0.23785391,0.22274643,0.16311765,0.18677226,0.18915972,0.22018716,0.21579784,0.22353801,0.22564085,4.59
image,surface,0.13010025,0.72329,0.7802929,0.7927543,0.79450166,0.77352035,0.7823323,0.76953304,0.75350964,0.7291328,0.73926353,0.71860343,0.7175051,0.71996236,0.7195656,0.6884684,0.7170654,0.69449866,0.6736555,0.68141973,0.65161204,0.68507373,0.67502666,0.62640023,0.61214215,0.13373613,0.10558577,0.13042182,0.1449247,0.15885031,0.17135346,0.17277008,0.18523902,0.17210668,0.18050626,0.21470237,0.20085278,0.20843318,0.2248396,0.22126712,0.20875089,0.22618899,0.2448801,0.24822402,0.25639656,0.23536688,0.25106287,0.2587359,0.24989966,0.28347734,4.56
life,term,0.15261212,0.6744758,0.7450558,0.76399577,0.75609446,0.74430835,0.7374059,0.7229383,0.7018571,0.6872537,0.6718297,0.67144734,0.66509825,0.6682631,0.62202346,0.6566622,0.63148403,0.60250705,0.61379683,0.5873709,0.57490283,0.54672587,0.5747471,0.5771698,0.542441,0.13291225,0.08551716,0.088341966,0.109833196,0.100918755,0.08214381,0.115556754,0.12422312,0.12305515,0.13038003,0.13546503,0.14705655,0.1409867,0.15958919,0.14506166,0.15420808,0.17073426,0.16097245,0.17257258,0.15473254,0.18306369,0.17296125,0.13140717,0.16975898,0.16697863,4.50
start,match,0.22903499,0.70119715,0.7400204,0.70053244,0.70989394,0.6893301,0.67119086,0.6732437,0.6217855,0.57713056,0.5592489,0.55317736,0.6099856,0.51398253,0.5066231,0.48500922,0.4506334,0.47401962,0.44210988,0.47874504,0.4015546,0.4280349,0.4057021,0.4139717,0.3880766,0.23864658,0.2029179,0.19301802,0.20033577,0.19329318,0.21943092,0.20608984,0.2357383,0.2190488,0.22763212,0.20578751,0.24817458,0.2796279,0.23856536,0.31064165,0.24185152,0.26084393,0.2672348,0.2791151,0.25620916,0.31718892,0.28906497,0.2627313,0.3027941,0.30076787,4.47
computer,news,0.090144366,0.70243025,0.76886386,0.77532977,0.7897546,0.77653736,0.78007877,0.7717398,0.7807882,0.76545024,0.753098,0.7367877,0.7473501,0.7321334,0.7094042,0.73222375,0.71091413,0.6899024,0.71809494,0.6948734,0.6868588,0.700647,0.6824175,0.6830418,0.68928945,0.16037497,0.113232315,0.1151627,0.11839266,0.116093345,0.11962364,0.11462029,0.1409831,0.1140064,0.15334329,0.15359543,0.12523624,0.12530696,0.15120432,0.13909215,0.16339828,0.15366498,0.18684581,0.15892655,0.16571215,0.17127435,0.16925207,0.16447142,0.17511491,0.18841085,4.47
board,recommendation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47
lad,brother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46
observation,architecture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38
