Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
ball,basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67
hose,garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67
boy,kid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
church,choir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
clothes,drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02
tower,bell,0.33377886,0.74554265,0.75385815,0.7423327,0.7418065,0.713487,0.7165754,0.67798936,0.6480258,0.67618895,0.67148364,0.6184598,0.6161361,0.60527813,0.58603334,0.57642543,0.58075476,0.50332534,0.52595943,0.52864516,0.52592707,0.4685037,0.51737785,0.46833342,0.5142348,0.28291163,0.26375896,0.24108313,0.2444248,0.25920892,0.21875903,0.2701904,0.23125628,0.25710163,0.24983713,0.24280536,0.25097424,0.2675706,0.2549739,0.2575453,0.25163686,0.23871657,0.2568205,0.23380677,0.30474102,0.2351506,0.2539711,0.23831493,0.2985636,0.26257744,1.9
father,parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07
school,grade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42
parent,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37
bar,jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9
car,highway,0.20885044,0.64248705,0.6896638,0.6658959,0.66705775,0.65294033,0.58579373,0.6004033,0.60211426,0.5441854,0.55303496,0.535787,0.54287255,0.5384635,0.5425929,0.5113745,0.5457084,0.5406107,0.5208689,0.46684512,0.48023456,0.4887129,0.49498397,0.47337526,0.45094275,0.20891233,0.12558863,0.1864059,0.18903792,0.19917938,0.16490284,0.24001849,0.21099481,0.21016973,0.20572744,0.23012471,0.20432162,0.19661784,0.21862224,0.240816,0.1846098,0.2321729,0.18742782,0.22617498,0.25183895,0.20647961,0.26003993,0.21436046,0.2145496,0.2455687,3.4
dictionary,definition,0.34169853,0.77709913,0.78221434,0.79852545,0.7982235,0.7794839,0.7700627,0.7472203,0.7501619,0.73192924,0.743232,0.70942473,0.75350463,0.726738,0.71161133,0.66331804,0.6826079,0.678268,0.66705805,0.66376865,0.6049131,0.63363457,0.652817,0.65168846,0.63210005,0.29530886,0.26153326,0.226549,0.21790817,0.21312125,0.24900517,0.23043145,0.25001264,0.2349126,0.26307032,0.20983002,0.27199456,0.25890553,0.25393143,0.27373144,0.25982535,0.25714535,0.24762172,0.26853138,0.20092657,0.25930968,0.29345766,0.2529718,0.2580718,0.2898981,6.25
door,cellar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97
army,legion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95
metal,aluminum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25
chair,bench,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67
cloud,fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
boy,son,0.3091398,0.78107893,0.8067047,0.8009019,0.7994545,0.7846154,0.7878324,0.75082445,0.7686215,0.74551785,0.71026504,0.75426584,0.70289004,0.6833584,0.6765014,0.66103256,0.67995477,0.63190055,0.67402124,0.6596245,0.63910913,0.63182706,0.64584243,0.6136718,0.585103,0.3133039,0.2537443,0.28357503,0.2696733,0.26398593,0.28566805,0.26870066,0.29192352,0.29546365,0.2525336,0.2873804,0.3151716,0.29428765,0.2884032,0.3100168,0.29798895,0.30879885,0.3043924,0.3203773,0.31703758,0.3132866,0.300278,0.32205108,0.29946774,0.35164982,6.75
water,ice,0.2865702,0.75257945,0.79437643,0.7884381,0.81080985,0.7794846,0.7943322,0.8041482,0.7495118,0.7666435,0.77212596,0.749852,0.7249888,0.72995037,0.72234434,0.7051034,0.7121619,0.725957,0.6928966,0.7091757,0.6861839,0.657348,0.64453006,0.67685777,0.6657696,0.32145762,0.291754,0.30115312,0.26577377,0.30570507,0.29946172,0.287045,0.3030427,0.3273852,0.34032595,0.3496628,0.3318234,0.36060664,0.345582,0.35897195,0.3535669,0.36001396,0.37511212,0.35796613,0.37167355,0.39211017,0.37306827,0.39159608,0.37793896,0.35570258,6.47
bed,blanket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02
attorney,lawyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35
area,zone,0.3083946,0.7180068,0.7578855,0.75959784,0.73256385,0.74483347,0.72475064,0.71388996,0.70909095,0.7068893,0.67213815,0.678931,0.690284,0.6844399,0.6347835,0.6088111,0.6203425,0.6211525,0.5844327,0.61461896,0.6343177,0.5842038,0.55840296,0.5650709,0.5551561,0.2979436,0.31050438,0.3107978,0.29717863,0.2706722,0.2890169,0.27661818,0.3103643,0.33390346,0.33930588,0.31092715,0.35547292,0.3468464,0.32885066,0.38729793,0.3343333,0.35972333,0.3494572,0.35300443,0.36711782,0.34292042,0.38565063,0.35700312,0.40080914,0.38552827,8.33
business,company,0.29791158,0.7276839,0.7795172,0.7989291,0.7956446,0.79337454,0.7923498,0.76769793,0.7733949,0.7361946,0.7385868,0.75849104,0.7470161,0.7190238,0.7312818,0.66248626,0.697369,0.6780387,0.69499516,0.6598788,0.6482509,0.6300596,0.6517184,0.5970693,0.6351491,0.2549777,0.24375373,0.24116752,0.2811495,0.33409113,0.33314005,0.3762666,0.38264987,0.4099269,0.41579702,0.39598352,0.4436053,0.449412,0.44743508,0.46179864,0.4641035,0.48552278,0.48429155,0.48421526,0.5050909,0.496115,0.47023642,0.5028905,0.47629637,0.5021135,9.02
clothes,fabric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87
sweater,jacket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15
money,capital,0.25524133,0.721,0.7686354,0.79770833,0.7752243,0.78712547,0.7573993,0.73968506,0.73020846,0.69041073,0.72651225,0.69853556,0.63670564,0.6512718,0.6556606,0.6431333,0.6089268,0.5979878,0.60715765,0.5550235,0.5324012,0.5524851,0.5671468,0.57039917,0.5791939,0.20732293,0.2123245,0.20634687,0.17389219,0.16312474,0.15560858,0.19271013,0.21391027,0.19280313,0.20842114,0.21475612,0.19565758,0.19005555,0.22173841,0.2103675,0.23631743,0.23500995,0.23330514,0.22070345,0.23287162,0.22689748,0.26019895,0.24989282,0.25854582,0.27251363,6.67
hand,foot,0.45364672,0.77242416,0.79332966,0.7718881,0.7616285,0.76255846,0.730245,0.7196455,0.71007645,0.6529263,0.6541474,0.6544616,0.6472328,0.6077817,0.6204871,0.6071969,0.57704246,0.5993649,0.61466587,0.55357736,0.55210614,0.5696285,0.5539695,0.5299605,0.5140111,0.34960034,0.31350002,0.32419664,0.26586646,0.28115085,0.2688256,0.3056121,0.27583122,0.31391764,0.31525984,0.29510298,0.3333341,0.3123657,0.33864987,0.32280996,0.2899751,0.36041248,0.3592891,0.36658648,0.3312536,0.34529874,0.35210064,0.3443268,0.36822364,0.32166728,4.17
alcohol,cocktail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73
yard,inch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78
molecule,atom,0.73548174,0.87748826,0.884884,0.87908435,0.87459517,0.8713409,0.85898817,0.846999,0.8101828,0.81078684,0.8043362,0.78580993,0.79461884,0.8104662,0.8087977,0.80917645,0.77276444,0.789009,0.7275535,0.75955164,0.7853723,0.7602744,0.73837274,0.76032543,0.7037543,0.66740894,0.6587776,0.65276074,0.6215483,0.59709215,0.60987675,0.57692087,0.5529264,0.5741225,0.5950643,0.59573704,0.591924,0.59122074,0.6234251,0.6045388,0.60447145,0.5809337,0.59293765,0.581921,0.589872,0.590685,0.62410426,0.59256446,0.6070364,0.6225148,6.45
lens,camera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28
meal,dinner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15
eye,tear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55
god,devil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
loop,belt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1
rat,mouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78
motor,engine,0.34118336,0.7752805,0.7879722,0.75315666,0.7681837,0.7571556,0.74004936,0.7397798,0.7111347,0.7116686,0.6519352,0.7050035,0.6510905,0.68774337,0.6269549,0.6243694,0.6440189,0.62101054,0.5615214,0.6145838,0.6261043,0.5738878,0.56160665,0.5215723,0.5754484,0.3348317,0.3327875,0.33870652,0.3204196,0.2966566,0.31301048,0.31102186,0.32343736,0.30022135,0.34675676,0.2866947,0.30308723,0.33469456,0.3246105,0.30967808,0.36383003,0.34080172,0.34431612,0.32504508,0.3604906,0.37726846,0.31750154,0.36736283,0.39438847,0.3725459,8.65
car,cab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42
cat,lion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75
size,magnitude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33
reality,fantasy,0.20200865,0.72630835,0.7638686,0.7534682,0.737004,0.76587117,0.7279171,0.6940204,0.69669896,0.6573982,0.6152804,0.66809785,0.6286942,0.63127685,0.56730396,0.55207855,0.5686417,0.5089021,0.5694969,0.4718239,0.4596184,0.49801216,0.5044595,0.53108495,0.4634438,0.17604724,0.14187886,0.15597793,0.11606448,0.11248545,0.13614598,0.1095858,0.1403909,0.11704289,0.17150626,0.10588461,0.15820554,0.12797599,0.17356265,0.1543867,0.11982395,0.15648822,0.17157337,0.19505484,0.160377,0.19481742,0.1535706,0.20869336,0.18744269,0.21345979,1.03
door,gate,0.4791531,0.82425416,0.82764435,0.79337597,0.7802943,0.76320815,0.75776494,0.72839737,0.74860203,0.69797933,0.6790525,0.6936893,0.6670469,0.6505019,0.57798994,0.64066124,0.67311275,0.64000046,0.6000159,0.6187012,0.6085306,0.58146346,0.54366064,0.54759324,0.58299124,0.44150612,0.40035897,0.32648987,0.3226161,0.28832042,0.32402974,0.30938673,0.2861629,0.28280503,0.26036334,0.22178549,0.2982253,0.28141403,0.28322482,0.30338037,0.30143598,0.2811541,0.31792825,0.28638375,0.28640425,0.28912413,0.28090218,0.29402995,0.29680884,0.30511048,5.25
cat,pet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95
tin,aluminum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42
bone,jaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17
cereal,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75
house,key,0.0038672201,0.6177214,0.711628,0.71503425,0.72794366,0.7139262,0.71968627,0.69154596,0.6905224,0.6961435,0.6546054,0.6683004,0.67428887,0.6682139,0.64143586,0.6309899,0.6362871,0.60571265,0.5950845,0.5969248,0.57150716,0.5832095,0.56618357,0.59056103,0.5822816,0.05820918,0.0883443,0.05407842,0.05471007,0.08610958,0.10895249,0.090049,0.12539372,0.105826855,0.104718,0.12128803,0.13671929,0.08325437,0.11896105,0.12747316,0.093329474,0.13273841,0.13482705,0.13157551,0.12934257,0.12486099,0.13554797,0.14406703,0.14998911,0.139815,1.9
blood,flesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28
door,corridor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73
god,spirit,0.45683363,0.7970563,0.82444274,0.85047793,0.8363738,0.81327534,0.8086153,0.7940616,0.77486193,0.7805393,0.75824344,0.7296369,0.7185111,0.74116933,0.6717601,0.7305299,0.70480204,0.6947088,0.68559664,0.67616683,0.6570282,0.640257,0.6676768,0.60298467,0.65595245,0.4474392,0.46588862,0.47083572,0.41642264,0.43861365,0.4538704,0.4651859,0.44902253,0.48270857,0.45883483,0.4690048,0.5028898,0.5097202,0.5293609,0.51195025,0.50632554,0.5355884,0.53060627,0.5464952,0.5525298,0.5334567,0.51475567,0.5461432,0.53528154,0.55206335,7.3
capability,competence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62
abundance,plenty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97
sofa,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67
wall,brick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68
horn,drum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68
organ,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15
strength,might,0.080059595,0.7681751,0.7904456,0.7915498,0.78362876,0.7248955,0.6948959,0.7109827,0.6592611,0.67744696,0.6339779,0.5644443,0.6036168,0.53170097,0.54415655,0.5218704,0.55992234,0.5461633,0.5112677,0.4772398,0.50786674,0.41464424,0.41276646,0.37037924,0.41923308,0.06767227,0.08732759,0.11174253,0.09921283,0.076354325,0.08029555,0.0785205,0.12304831,0.103404835,0.116653845,0.07083209,0.13719328,0.1421319,0.11944396,0.1428069,0.12632167,0.13993673,0.18443505,0.17172453,0.14462271,0.16567588,0.18949896,0.17243633,0.16830993,0.18516189,7.07
phrase,word,0.5687903,0.8697891,0.86494446,0.86488503,0.8511729,0.8134831,0.81067467,0.7704252,0.78365266,0.76888585,0.7493935,0.73957324,0.72358954,0.6864412,0.70508623,0.6001736,0.65112394,0.62380284,0.6227257,0.62300545,0.622511,0.6202807,0.50814754,0.60107195,0.5827863,0.47438622,0.5367784,0.54430413,0.508857,0.5124799,0.4936018,0.5023917,0.52035344,0.49888885,0.4901011,0.52953935,0.54725224,0.53627205,0.47770062,0.53034437,0.51388144,0.5130742,0.5253233,0.5342941,0.51452017,0.50925887,0.4907123,0.49699873,0.48883682,0.54115367,5.48
band,parade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92
stomach,waist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
cloud,storm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
joy,pride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
noise,rattle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17
rain,mist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97
beer,beverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42
man,uncle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92
apple,juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88
